1960,9.5
1964,9.2
2004,9.1
2011,9.0
1952,9.0
1868,9.0
1700,9.0
2010,8.8
1906,8.8
1965,8.7
1755,8.7
1730,8.7
2005,8.6
1957,8.6
1950,8.6
2007,8.5
1963,8.5
1938,8.5
1923,8.5
1922,8.5
1896,8.5
1687,8.5
2001,8.4
1933,8.4
1905,8.4
2006,8.3
2003,8.3
1958,8.3
1903,8.3
1897,8.3
1877,8.3
1843,8.3
1994,8.2
1968,8.2
1943,8.2
1942,8.2
1940,8.2
1938,8.2
1908,8.2
1906,8.2
1835,8.2
1821,8.2
2009,8.1
2007,8.1
2007,8.1
2004,8.1
1998,8.1
1974,8.1
1966,8.1
1957,8.1
1952,8.1
1949,8.1
1946,8.1
1946,8.1
1944,8.1
1934,8.1
1932,8.1
1911,8.1
2007,8.0
2006,8.0
2000,8.0
1985,8.0
1970,8.0
1946,8.0
1945,8.0
1931,8.0
1920,8.0
1907,8.0
1899,8.0
1891,8.0
1855,8.0
1787,8.0
1668,8.0
1556,8.0
2008,7.9
2007,7.9
2002,7.9
2000,7.9
2000,7.9
1996,7.9
1986,7.9
1976,7.9
1970,7.9
1960,7.9
1957,7.9
1954,7.9
1942,7.9
1931,7.9
1923,7.9
1905,7.9
1899,7.9
1868,7.9
1857,7.9
2009,7.8
2009,7.8
2007,7.8
2005,7.8
2003,7.8
2000,7.8
1997,7.8
1997,7.8
1993,7.8
1992,7.8
1987,7.8
1985,7.8
1978,7.8
1969,7.8
1965,7.8
1939,7.8
1939,7.8
1932,7.8
1931,7.8
1929,7.8
1920,7.8
1912,7.8
1911,7.8
1906,7.8
1892,7.8
2009,7.7
2009,7.7
2008,7.7
2007,7.7
2006,7.7
2002,7.7
2002,7.7
2001,7.7
1990,7.7
1988,7.7
1980,7.7
1958,7.7
1911,7.7
1907,7.7
1900,7.7
1812,7.7
1812,7.7
1811,7.7
1619,7.7
2010,7.6
2009,7.6
2006,7.6
2006,7.6
2005,7.6
2005,7.6
2003,7.6
2003,7.6
2003,7.6
2002,7.6
2002,7.6
2001,7.6
2001,7.6
2000,7.6
1999,7.6
1999,7.6
1992,7.6
1991,7.6
1975,7.6
1972,7.6
1965,7.6
1957,7.6
1946,7.6
1943,7.6
1942,7.6
1932,7.6
1928,7.6
1927,7.6
1927,7.6
1910,7.6
2009,7.5
2009,7.5
2007,7.5
2007,7.5
2007,7.5
2005,7.5
2004,7.5
2002,7.5
2001,7.5
1999,7.5
1998,7.5
1998,7.5
1979,7.5
1976,7.5
1976,7.5
1974,7.5
1972,7.5
1971,7.5
1970,7.5
1964,7.5
1960,7.5
1959,7.5
1949,7.5
1935,7.5
1918,7.5
1917,7.5
1905,7.5
1902,7.5
1812,7.5
1693,7.5
2010,7.4
2009,7.4
2009,7.4
2009,7.4
2008,7.4
2008,7.4
2007,7.4
2007,7.4
2006,7.4
2006,7.4
2004,7.4
2002,7.4
2002,7.4
1990,7.4
1977,7.4
1965,7.4
1953,7.4
1948,7.4
1944,7.4
1944,7.4
1943,7.4
1943,7.4
1933,7.4
1933,7.4
1929,7.4
1911,7.4
1887,7.4
1872,7.4
2010,7.3
2009,7.3
2009,7.3
2008,7.3
2008,7.3
2004,7.3
2004,7.3
2003,7.3
2003,7.3
2003,7.3
2002,7.3
2002,7.3
1999,7.3
1997,7.3
1992,7.3
1981,7.3
1976,7.3
1974,7.3
1968,7.3
1967,7.3
1965,7.3
1965,7.3
1959,7.3
1958,7.3
1958,7.3
1953,7.3
1952,7.3
1948,7.3
1948,7.3
1948,7.3
1947,7.3
1947,7.3
1946,7.3
1946,7.3
1942,7.3
1940,7.3
1937,7.3
1929,7.3
1923,7.3
1922,7.3
1918,7.3
1909,7.3
1904,7.3
1887,7.3
1886,7.3
1875,7.3
1873,7.3
1664,7.3
2010,7.2
2010,7.2
2009,7.2
2008,7.2
2008,7.2
2007,7.2
2007,7.2
2007,7.2
2007,7.2
2005,7.2
2005,7.2
2005,7.2
2004,7.2
2004,7.2
2003,7.2
2002,7.2
1999,7.2
1998,7.2
1992,7.2
1980,7.2
1980,7.2
1977,7.2
1975,7.2
1972,7.2
1969,7.2
1947,7.2
1941,7.2
1932,7.2
1930,7.2
1923,7.2
1912,7.2
1908,7.2
2010,7.1
2009,7.1
2008,7.1
2007,7.1
2006,7.1
2005,7.1
2005,7.1
2004,7.1
2004,7.1
2003,7.1
2003,7.1
2002,7.1
2002,7.1
1999,7.1
1999,7.1
1999,7.1
1998,7.1
1995,7.1
1976,7.1
1972,7.1
1968,7.1
1968,7.1
1965,7.1
1962,7.1
1962,7.1
1957,7.1
1957,7.1
1957,7.1
1957,7.1
1957,7.1
1957,7.1
1954,7.1
1954,7.1
1953,7.1
1953,7.1
1949,7.1
1945,7.1
1940,7.1
1935,7.1
1934,7.1
1927,7.1
1927,7.1
1925,7.1
1915,7.1
1901,7.1
1812,7.1
2010,7.0
2010,7.0
2009,7.0
2009,7.0
2008,7.0
2008,7.0
2008,7.0
2006,7.0
2006,7.0
2005,7.0
2004,7.0
2004,7.0
2004,7.0
2003,7.0
2003,7.0
2003,7.0
1999,7.0
1998,7.0
1997,7.0
1994,7.0
1991,7.0
1987,7.0
1975,7.0
1972,7.0
1970,7.0
1966,7.0
1966,7.0
1965,7.0
1964,7.0
1962,7.0
1957,7.0
1957,7.0
1929,7.0
1918,7.0
1915,7.0
1914,7.0
1910,7.0
1908,7.0
1903,7.0
1899,7.0
1899,7.0
1868,7.0
1823,7.0
1811,7.0
1663,7.0
2010,6.9
2009,6.9
2009,6.9
2009,6.9
2009,6.9
2008,6.9
2008,6.9
2008,6.9
2008,6.9
2008,6.9
2007,6.9
2007,6.9
2007,6.9
2006,6.9
2006,6.9
2005,6.9
2005,6.9
2004,6.9
2004,6.9
2003,6.9
2002,6.9
1999,6.9
1995,6.9
1989,6.9
1983,6.9
1983,6.9
1981,6.9
1971,6.9
1970,6.9
1968,6.9
1968,6.9
1966,6.9
1964,6.9
1951,6.9
1899,6.9
1857,6.9
1812,6.9
2009,6.8
2009,6.8
2009,6.8
2009,6.8
2008,6.8
2008,6.8
2008,6.8
2008,6.8
2008,6.8
2008,6.8
2007,6.8
2007,6.8
2007,6.8
2007,6.8
2007,6.8
2007,6.8
2007,6.8
2006,6.8
2006,6.8
2006,6.8
2005,6.8
2005,6.8
2005,6.8
2004,6.8
2004,6.8
2004,6.8
2004,6.8
2003,6.8
2003,6.8
2003,6.8
2003,6.8
2003,6.8
2001,6.8
1991,6.8
1988,6.8
1988,6.8
1985,6.8
1981,6.8
1974,6.8
1966,6.8
1959,6.8
1954,6.8
1954,6.8
1954,6.8
1949,6.8
1949,6.8
1938,6.8
1925,6.8
1918,6.8
1910,6.8
1906,6.8
1898,6.8
1872,6.8
1871,6.8
1868,6.8
1838,6.8
2009,6.7
2009,6.7
2009,6.7
2009,6.7
2009,6.7
2007,6.7
2007,6.7
2007,6.7
